220.181.108.84 bot - "2018-03-12 00:36:12" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
27.50.16.197 - - "2018-03-12 10:08:14" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 6.1; rv:58.0) Gecko/20100101 Firefox/58.0"
36.66.69.90 - - "2018-03-12 10:12:39" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Linux; Android 7.0; vivo 1714 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"
36.66.69.90 administrative 1 "2018-03-12 10:16:25" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Linux; Android 7.0; vivo 1714 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"
103.95.6.2 - - "2018-03-12 12:31:26" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
133.130.116.173 - - "2018-03-12 12:34:00" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
36.66.69.90 - - "2018-03-12 15:32:06" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0"
36.66.69.90 administrative 1 "2018-03-12 15:36:52" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0"
36.66.69.90 administrative 1 "2018-03-12 15:38:35" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0"
152.118.65.250 - - "2018-03-12 16:08:51" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:59.0) Gecko/20100101 Firefox/59.0"
202.158.36.27 - - "2018-03-12 16:18:12" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
36.66.69.90 - - "2018-03-12 17:16:31" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0"
36.66.69.90 - - "2018-03-12 17:38:37" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0"
114.124.182.108 - - "2018-03-12 19:46:10" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
114.124.182.108 - - "2018-03-12 19:50:53" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
77.67.54.6 - - "2018-03-12 20:46:03" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
112.215.170.135 - - "2018-03-12 21:02:16" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (Linux; Android 5.1; ASUS_Z00VD Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
112.215.170.135 - - "2018-03-12 21:02:36" http://proust.ui.ac.id/index.php/journal/index 200 "WhatsApp/2.17.395 A"
78.52.2.180 - - "2018-03-12 21:07:35" http://proust.ui.ac.id/index.php/journal/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D60 Safari/604.1"
